Time (msec),Stimulus,Right Top,Left Top,Right Bottom,Left Bottom
0,None,294,351,178,233
4,None,295,351,178,233
7,None,295,351,178,233
11,None,296,352,178,233
14,None,296,352,178,233
18,None,297,353,178,232
21,None,298,354,179,232
25,None,298,354,179,232
29,None,299,354,179,232
32,None,299,355,179,232
36,None,299,355,179,232
39,None,300,355,179,232
43,None,300,355,179,232
46,None,301,356,179,232
50,None,301,356,179,232
54,None,301,356,179,232
57,None,302,357,179,232
61,None,302,357,179,232
64,None,302,357,179,232
68,None,303,357,179,232
71,None,303,357,179,231
75,None,303,358,179,231
79,None,304,358,179,231
82,None,304,358,179,231
86,None,304,358,179,231
89,None,304,358,179,231
93,None,304,359,179,231
96,None,305,359,179,231
100,None,305,359,179,231
104,None,305,359,179,231
107,None,305,360,179,231
111,None,306,360,179,231
114,None,306,360,179,231
118,None,306,360,179,231
121,None,306,360,179,231
125,None,306,361,179,231
129,None,307,361,179,231
132,None,307,361,179,231
136,None,307,361,179,231
139,None,307,361,179,231
143,None,307,362,180,231
146,None,308,362,179,231
150,None,308,362,180,231
154,None,308,362,180,231
157,None,308,362,180,232
161,None,308,363,180,232
164,None,308,363,180,232
168,None,308,363,180,232
171,None,308,363,179,232
175,None,309,363,180,231
179,None,309,363,179,232
182,None,309,364,179,232
186,None,309,364,179,231
189,None,309,364,179,231
193,None,309,364,179,231
196,None,309,364,179,231
200,None,310,364,179,231
204,None,310,365,179,231
207,TA-OS,310,365,179,231
211,None,310,365,179,231
214,MC-OS,310,365,179,231
218,None,310,365,179,231
221,None,310,365,179,231
225,None,311,365,179,231
229,None,310,365,178,231
232,None,310,366,178,231
236,None,310,366,178,231
239,None,310,366,178,231
243,None,310,366,178,231
246,None,310,366,178,231
250,None,310,366,178,231
254,None,310,366,178,231
257,None,310,366,178,231
261,None,310,366,178,231
264,None,310,366,178,231
268,None,309,366,179,232
271,None,309,365,179,232
275,None,308,364,179,232
279,None,308,363,179,233
282,None,307,362,179,234
286,None,305,360,179,235
289,None,303,357,179,235
293,None,300,354,179,237
296,None,296,349,179,239
300,None,291,335,179,242
304,None,288,320,180,245
307,None,280,300,178,243
311,None,271,280,173,245
314,None,260,261,174,238
318,None,244,249,176,233
321,None,235,239,179,228
325,None,228,234,182,224
329,None,225,233,182,223
332,None,223,236,182,225
336,None,225,241,182,228
339,None,231,246,181,231
343,None,237,252,179,234
346,None,240,256,177,236
350,None,245,263,177,238
354,None,253,269,176,241
357,None,258,275,176,244
361,None,263,280,175,248
364,None,266,285,174,248
368,None,269,288,174,249
371,None,272,290,176,249
375,None,276,296,177,247
379,None,277,301,178,246
382,None,280,304,179,246
386,None,283,308,180,246
389,None,286,313,181,246
393,None,288,316,182,245
396,None,290,319,182,245
400,None,291,322,181,243
404,None,291,324,181,242
407,None,292,327,181,241
411,None,293,331,181,239
414,None,294,333,181,238
418,None,295,335,181,238
421,None,297,337,181,237
425,None,299,339,181,237
429,None,300,341,181,237
432,None,301,343,181,237
436,None,302,345,182,237
439,None,303,346,182,237
443,None,304,347,182,237
446,None,305,348,182,237
450,None,306,349,182,237
454,None,306,350,182,236
457,None,306,351,182,237
461,None,307,352,182,237
464,None,308,353,181,237
468,None,308,354,181,237
471,None,309,355,181,236
475,None,309,356,181,236
479,None,309,356,181,236
482,None,310,356,181,236
486,None,310,357,181,236
489,None,310,357,181,236
493,None,311,357,181,236
496,None,311,358,181,235
500,None,311,358,181,235
504,None,311,359,181,235
507,None,312,359,181,235
511,None,312,360,181,235
514,None,312,360,181,235
518,None,312,360,181,235
521,None,312,361,181,235
525,None,313,361,180,235
529,None,313,361,181,235
532,None,313,362,181,235
536,None,313,362,181,235
539,None,313,362,181,235
543,None,313,362,181,235
546,None,313,363,181,235
550,None,313,363,180,235
554,None,314,363,181,235
557,None,314,364,181,235
561,None,314,364,180,235
564,None,314,364,180,235
568,None,314,364,180,234
571,None,314,364,180,234
575,None,314,365,180,234
579,None,314,365,180,234
582,None,314,365,180,234
586,None,314,365,180,234
589,None,314,366,180,234
593,None,314,366,180,234
596,None,314,366,180,233
600,None,314,366,180,233
604,None,315,366,180,233
607,None,315,366,180,233
611,None,315,366,180,233
614,None,315,367,180,233
618,None,315,367,180,233
621,None,315,367,180,233
625,None,315,367,180,233
629,None,315,367,180,233
632,None,315,367,180,233
636,None,315,367,180,233
639,None,315,367,180,233
643,None,315,368,180,233
646,None,315,368,180,233
650,None,315,368,180,233
654,None,315,368,180,233
657,None,315,368,180,233
661,None,316,368,180,233
664,None,316,368,180,232
668,None,316,368,180,233
671,None,316,368,180,233
675,None,316,368,180,233
679,None,316,368,180,232
682,None,316,369,180,233
686,None,316,369,180,232
689,None,316,369,180,232
693,None,316,369,180,232
696,None,316,369,180,232
700,None,317,369,180,232
704,None,317,369,180,232
707,None,317,369,180,232
711,None,317,370,180,232
714,None,317,370,180,232
718,None,317,370,180,232
721,None,317,370,180,233
725,None,317,370,180,232
729,None,318,370,180,232
732,None,318,370,180,232
736,None,318,370,180,232
739,None,318,371,180,233
743,None,318,371,180,233
746,None,318,371,180,233
750,None,318,371,180,233
754,None,318,371,180,233
757,None,318,371,180,233
761,None,318,372,180,233
764,None,318,372,180,233
768,None,319,372,180,233
771,None,319,372,180,233
775,None,319,372,180,233
779,None,319,372,180,233
782,None,319,372,180,233
786,None,319,372,180,233
789,None,319,372,180,233
793,None,320,373,180,233
796,None,320,373,180,233
800,None,320,373,180,233
804,None,320,373,180,232
807,None,320,373,180,233
811,None,320,373,180,233
814,None,320,373,180,233
818,None,320,373,180,233
821,None,320,374,180,233
825,None,321,374,180,233
829,None,321,374,180,233
832,None,321,374,180,233
836,None,321,374,180,233
839,None,321,374,180,233
