Time (msec),Stimulus,Right Top,Left Top,Right Bottom,Left Bottom
0,None,296,325,156,177
4,None,296,325,156,177
7,TA-OD,296,325,157,177
11,None,296,325,156,177
14,MC-OD,296,325,156,177
18,None,295,325,156,177
21,None,295,325,157,177
25,None,295,325,156,177
29,None,295,324,156,178
32,None,295,323,156,178
36,None,294,322,156,179
39,None,293,321,155,180
43,None,293,320,155,180
46,None,291,316,153,180
50,None,286,310,153,179
54,None,280,304,152,179
57,None,269,292,150,179
61,None,259,283,150,176
64,None,250,275,147,174
68,None,241,269,143,171
71,None,231,261,143,171
75,None,218,251,146,173
79,None,195,241,152,176
82,None,181,228,158,182
86,None,170,220,152,180
89,None,164,213,151,181
93,None,160,207,148,181
96,None,157,200,145,180
100,None,155,196,144,180
104,None,154,194,143,180
107,None,153,194,142,180
111,None,153,195,142,179
114,None,153,197,143,178
118,None,155,200,144,179
121,None,156,205,146,179
125,None,159,209,148,181
129,None,162,216,151,182
132,None,167,223,154,183
136,None,171,230,154,184
139,None,177,238,159,181
143,None,184,243,161,177
146,None,192,249,159,177
150,None,202,254,156,176
154,None,211,259,153,175
157,None,218,263,151,173
161,None,222,267,149,172
164,None,226,271,148,172
168,None,228,273,147,173
171,None,233,277,147,175
175,None,238,280,148,177
179,None,243,284,149,178
182,None,248,286,150,179
186,None,252,288,151,181
189,None,255,291,153,181
193,None,259,294,154,182
196,None,262,297,154,182
200,None,266,300,155,182
204,None,269,303,155,181
207,None,271,305,155,181
211,None,273,306,155,181
214,None,276,308,154,180
218,None,277,310,154,180
221,None,278,312,154,180
225,None,280,313,154,180
229,None,282,312,154,179
232,None,283,314,154,179
236,None,285,315,155,179
239,None,286,317,155,179
243,None,287,318,155,179
246,None,288,318,155,179
250,None,289,319,156,179
254,None,290,320,156,179
257,None,290,320,156,179
261,None,291,321,156,179
264,None,291,321,157,179
268,None,292,321,157,179
271,None,292,322,157,179
275,None,293,322,157,179
279,None,293,322,157,179
282,None,294,323,157,179
286,None,294,323,157,179
289,None,294,323,157,179
293,None,295,323,158,179
296,None,295,323,158,179
300,None,295,324,157,178
304,None,295,324,158,178
