Time (mSec),Stimulus (Code),Right (OD),Left (OS)
943,None,351,369
946,None,354,370
950,None,357,372
954,None,359,374
957,None,362,376
961,None,363,380
964,None,364,382
968,None,365,383
971,None,365,382
975,None,366,385
979,None,366,385
982,None,366,384
986,None,367,386
989,None,367,388
993,None,368,388
996,None,370,387
1000,None,371,386
1004,None,371,387
1007,None,372,386
1011,None,371,386
1014,None,372,388
1018,None,369,387
1021,None,366,387
1025,None,370,386
1029,None,361,386
1032,None,365,382
1036,None,327,384
1039,None,328,385
1043,None,338,380
1046,None,334,380
1050,None,329,380
1054,None,326,379
1057,None,322,382
1061,None,319,382
1064,None,315,383
1068,None,312,383
1071,None,308,382
1075,None,304,380
1079,None,301,379
1082,None,298,379
1086,None,296,376
1089,None,294,372
1093,None,292,367
1096,None,291,366
1100,None,289,366
1104,None,287,365
1107,None,286,362
1111,None,284,361
1114,None,283,359
1118,None,282,359
1121,None,281,358
1125,None,281,358
1129,None,500,359
1132,None,500,360
1136,None,500,360
1139,None,500,359
1143,None,500,359
1146,None,500,358
1150,None,500,356
1154,None,500,355
1157,None,500,356
1161,None,500,355
1164,None,500,355
1168,None,500,355
1171,None,500,355
1175,None,500,353
1179,None,500,353
1182,None,500,353
1186,None,500,353
1189,None,500,353
1193,None,500,351
1196,None,500,351
1200,None,500,350
1204,None,500,349
1207,None,500,347
1211,None,500,346
1214,None,500,345
1218,None,500,344
1221,None,500,343
1225,None,500,341
1229,None,500,341
1232,None,500,340
1236,None,500,338
1239,None,500,336
1243,None,500,335
1246,None,500,333
1250,None,500,500
1254,None,500,500
1257,None,500,500
1261,None,500,500
1264,None,500,500
1268,None,500,500
1271,None,500,500
1275,None,500,500
1279,None,500,500
1282,None,500,500
1286,None,500,500
1289,None,500,500
1293,None,500,500
1296,None,500,500
1300,None,500,500
1304,None,500,500
1307,None,500,500
1311,None,500,500
1314,None,500,500
1318,None,500,500
1321,None,500,500
1325,None,500,500
1329,None,500,500
1332,None,500,500
1336,None,500,500
1339,None,500,500
1343,None,500,500
1346,None,500,500
1350,None,500,500
1354,None,500,500
1357,None,500,500
1361,None,500,500
1364,None,500,500
1368,None,500,500
1371,None,500,500
1375,None,500,500
1379,None,500,500
1382,None,500,500
1386,None,500,500
1389,None,500,500
1393,None,500,500
1396,None,500,500
1400,None,500,500
1404,None,500,500
1407,None,500,500
1411,None,500,500
1414,None,500,500
1418,None,500,500
1421,None,500,500
1425,None,500,500
1429,None,500,500
1432,None,500,500
1436,None,500,500
1439,None,500,500
1443,None,500,500
1446,None,500,500
1450,None,500,500
1454,None,500,500
1457,None,500,500
1461,None,500,500
1464,None,500,500
1468,None,500,500
1471,None,500,500
1475,None,500,500
1479,None,500,500
1482,None,500,500
1486,None,500,500
1489,None,500,500
1493,None,500,500
1496,None,500,500
1500,None,500,500
1504,None,500,500
1507,None,500,500
1511,None,500,500
1514,None,500,500
1518,None,500,500
1521,None,500,500
1525,None,500,500
1529,None,500,500
1532,None,500,500
1536,None,500,500
1539,None,500,500
1543,None,500,500
1546,None,500,500
1550,None,500,500
1554,None,500,500
1557,None,500,500
1561,None,500,500
1564,None,500,500
1568,None,500,500
1571,None,500,500
1575,None,500,500
1579,None,500,500
1582,None,500,500
1586,None,500,500
1589,None,500,500
1593,None,500,500
1596,None,500,500
1600,None,500,500
1604,None,500,500
1607,None,500,500
1611,None,500,500
1614,None,500,500
1618,None,500,500
1621,None,500,500
1625,None,500,500
1629,None,500,500
1632,None,500,500
1636,None,500,500
1639,None,500,500
1643,None,500,500
1646,None,500,500
1650,None,500,500
1654,None,500,500
1657,None,500,500
1661,None,500,500
1664,None,500,500
1668,None,500,500
1671,None,500,500
1675,None,500,500
1679,None,500,500
1682,None,500,500
1686,None,500,500
1689,None,500,500
1693,None,500,500
1696,None,500,500
1700,None,500,500
1704,None,500,500
1707,None,500,500
1711,None,500,500
1714,None,500,500
1718,None,500,500
1721,None,500,500
1725,None,500,500
1729,None,500,500
1732,None,500,500
1736,None,500,500
1739,None,500,500
1743,None,500,500
1746,None,500,500
1750,None,500,500
1754,None,500,500
1757,None,500,500
1761,None,500,500
1764,None,500,500
1768,None,500,500
1771,None,500,500
1775,None,500,500
1779,None,500,500
1782,None,500,500
1786,None,500,500
1789,None,500,500
1793,None,500,500
1796,None,500,500
1800,None,500,500
1804,None,500,500
1807,None,500,500
1811,None,500,500
1814,None,500,500
1818,None,500,500
1821,None,500,500
1825,None,500,500
1829,None,500,500
1832,None,500,500
1836,None,500,500
1839,None,500,500
1843,None,500,500
1846,None,500,500
1850,None,500,500
1854,None,500,500
1857,None,500,500
1861,None,500,500
1864,None,500,500
1868,None,500,500
1871,None,500,500
1875,None,500,500
1879,None,500,500
1882,None,500,500
1886,None,500,500
1889,None,500,500
1893,None,500,500
1896,None,500,500
1900,None,500,500
1904,None,500,500
1907,None,500,500
1911,None,500,500
1914,None,500,500
1918,None,500,500
1921,None,500,500
1925,None,500,500
1929,None,500,500
1932,None,500,500
1936,None,500,500
1939,None,500,500
1943,None,500,500
1946,None,500,500
1950,None,500,500
1954,None,500,500
1957,None,500,500
1961,None,500,500
1964,None,500,500
1968,None,500,500
1971,None,500,500
1975,None,500,500
1979,None,500,500
1982,None,500,500
1986,None,500,500
1989,None,500,500
1993,None,500,500
1996,None,500,500
2000,None,500,500
2004,None,500,500
2007,None,500,500
2011,None,500,500
2014,None,500,500
2018,None,500,500
2021,None,500,500
2025,None,500,500
2029,None,500,500
2032,None,500,500
2036,None,500,500
2039,None,500,500
2043,None,500,500
2046,None,500,500
2050,None,500,500
2054,None,500,500
2057,None,500,500
2061,None,500,500
2064,None,500,500
2068,None,500,500
2071,None,500,500
2075,None,500,500
2079,None,500,500
2082,None,500,500
2086,None,500,500
2089,None,500,500
2093,None,500,500
2096,None,500,500
2100,None,500,500
2104,None,500,500
2107,None,500,500
2111,None,500,500
2114,None,500,500
2118,None,500,500
2121,None,500,500
2125,None,500,500
2129,None,500,500
2132,None,500,500
2136,None,500,500
2139,None,500,500
2143,None,500,500
2146,None,500,500
2150,None,500,500
2154,None,500,500
2157,None,500,500
2161,None,500,500
2164,None,500,500
2168,None,500,500
2171,None,500,500
2175,None,500,500
2179,None,500,500
2182,None,500,500
2186,None,500,500
2189,None,500,500
2193,None,500,500
2196,None,500,500
2200,None,500,500
2204,None,500,500
2207,None,500,500
2211,None,500,500
2214,None,500,500
2218,None,500,500
2221,None,500,500
2225,None,500,500
2229,None,500,500
2232,None,500,500
2236,None,500,500
2239,None,500,500
2243,None,500,500
2246,None,500,500
2250,None,500,500
2254,None,500,500
2257,None,500,500
2261,None,500,500
2264,None,500,500
2268,None,500,500
2271,None,500,500
2275,None,500,500
2279,None,500,500
2282,None,500,500
2286,None,500,500
2289,None,500,500
2293,None,500,500
2296,None,500,500
2300,None,500,500
2304,None,500,500
2307,None,500,500
2311,None,500,500
2314,None,500,500
2318,None,500,500
2321,None,500,500
2325,None,500,500
2329,None,500,500
2332,None,500,500
2336,None,500,500
2339,None,500,500
2343,None,500,500
2346,None,500,500
2350,None,500,500
2354,None,500,500
2357,None,500,500
2361,None,500,500
2364,None,500,500
2368,None,500,500
2371,None,500,500
2375,None,500,500
2379,None,500,500
2382,None,500,500
2386,None,500,500
2389,None,500,500
2393,None,500,500
2396,None,500,500
2400,None,500,500
2404,None,500,500
2407,None,500,500
2411,None,500,500
2414,None,500,500
2418,None,500,500
2421,None,500,500
2425,None,500,500
2429,None,500,500
2432,None,500,500
2436,None,500,500
2439,None,500,500
2443,None,500,500
2446,None,500,500
2450,None,500,500
2454,None,500,500
2457,None,500,500
2461,None,500,500
2464,None,500,500
2468,None,500,500
2471,None,500,500
2475,None,500,500
2479,None,500,500
2482,None,500,500
2486,None,500,500
2489,None,500,500
2493,None,500,500
2496,None,500,500
2500,None,500,500
2504,None,500,500
2507,None,500,500
2511,None,500,500
2514,None,500,500
2518,None,500,500
2521,None,500,500
2525,None,500,500
2529,None,500,500
2532,None,500,500
2536,None,500,500
2539,None,500,500
2543,None,500,500
2546,None,500,500
2550,None,500,500
2554,None,500,500
2557,None,500,500
2561,None,500,500
2564,None,500,500
2568,None,500,500
2571,None,500,500
2575,None,500,500
2579,None,500,500
2582,None,500,500
2586,None,500,500
2589,None,500,500
2593,None,500,500
2596,None,500,500
2600,None,500,500
2604,None,500,500
2607,None,500,500
2611,None,500,500
2614,None,500,500
2618,None,500,500
2621,None,500,500
2625,None,500,500
2629,None,500,500
2632,None,500,500
2636,None,500,500
2639,None,500,500
2643,None,500,500
2646,None,500,500
2650,None,500,500
2654,None,500,500
2657,None,500,500
2661,None,500,500
2664,None,500,500
2668,None,500,500
2671,None,500,500
2675,None,500,500
2679,None,500,500
2682,None,500,500
2686,None,500,500
2689,None,500,500
2693,None,500,500
2696,None,500,500
2700,None,500,500
2704,None,500,500
2707,None,500,500
2711,None,500,500
2714,None,500,500
2718,None,500,500
2721,None,500,500
2725,None,500,500
2729,None,500,500
2732,None,500,500
2736,None,500,500
2739,None,500,500
2743,None,500,500
2746,None,500,500
2750,None,500,500
2754,None,500,500
2757,None,500,500
2761,None,500,500
2764,None,500,500
2768,None,500,500
2771,None,500,500
2775,None,500,500
2779,None,500,500
2782,None,500,500
2786,None,500,500
2789,None,500,500
2793,None,500,500
2796,None,500,500
2800,None,500,500
2804,None,500,500
2807,None,500,500
2811,None,500,500
2814,None,500,500
2818,None,500,500
2821,None,500,500
2825,None,500,500
2829,None,500,500
2832,None,500,500
2836,None,500,500
2839,None,500,500
2843,None,500,500
2846,None,500,500
2850,None,500,500
2854,None,500,500
2857,None,500,500
2861,None,500,500
2864,None,500,500
2868,None,500,500
2871,None,500,500
2875,None,500,500
2879,None,500,500
2882,None,500,500
2886,None,500,500
2889,None,500,500
2893,None,500,500
2896,None,500,500
2900,None,500,500
2904,None,500,500
2907,None,500,500
2911,None,500,500
2914,None,500,500
2918,None,500,500
2921,None,500,500
2925,None,500,500
2929,None,500,500
2932,None,500,500
2936,None,500,500
2939,None,500,500
2943,None,500,500
2946,None,500,500
2950,None,500,500
2954,None,500,500
2957,None,500,500
2961,None,500,500
2964,None,500,500
2968,None,500,500
2971,None,500,500
2975,None,500,500
2979,None,500,500
2982,None,500,500
2986,None,500,500
2989,None,500,500
2993,None,500,500
2996,None,500,500
3000,None,500,500
3004,None,500,500
3007,None,500,500
3011,None,500,500
3014,None,500,500
3018,None,500,500
3021,None,500,500
3025,None,500,500
3029,None,500,500
3032,None,500,500
3036,None,500,500
3039,None,500,500
3043,None,500,500
3046,None,500,500
3050,None,500,500
3054,None,500,500
3057,None,500,500
3061,None,500,500
3064,None,500,500
3068,None,500,500
3071,None,500,500
3075,None,500,500
3079,None,500,500
3082,None,500,500
3086,None,500,500
3089,None,500,500
3093,None,500,500
3096,None,500,500
3100,None,500,500
3104,None,500,500
3107,None,500,500
3111,None,500,500
3114,None,500,500
3118,None,500,500
3121,None,500,500
3125,None,500,500
3129,None,500,500
3132,None,500,500
3136,None,500,500
3139,None,500,500
3143,None,500,500
3146,None,500,500
3150,None,500,500
3154,None,500,500
3157,None,500,500
3161,None,500,500
3164,None,500,500
3168,None,500,500
3171,None,500,500
3175,None,500,500
3179,None,500,500
3182,None,500,500
3186,None,500,500
3189,None,500,500
3193,None,500,500
3196,None,500,500
3200,None,500,500
3204,None,500,500
3207,None,500,500
3211,None,500,500
3214,None,500,500
3218,None,500,500
3221,None,500,500
3225,None,500,500
3229,None,500,500
3232,None,500,500
3236,None,500,500
3239,None,500,500
3243,None,500,500
3246,None,500,500
3250,None,500,500
3254,None,500,500
3257,None,500,500
3261,None,500,500
3264,None,500,500
3268,None,500,500
3271,None,500,500
3275,None,500,500
3279,None,500,500
3282,None,500,500
3286,None,500,500
3289,None,500,500
3293,None,500,500
3296,None,500,500
3300,None,500,500
3304,None,500,500
3307,None,500,500
3311,None,500,500
3314,None,500,500
3318,None,500,500
3321,None,500,500
3325,None,500,500
3329,None,500,500
3332,None,500,500
3336,None,500,500
3339,None,500,500
3343,None,500,500
3346,None,500,500
3350,None,500,500
3354,None,500,500
3357,None,500,500
3361,None,500,500
3364,None,500,500
3368,None,500,500
3371,None,500,500
3375,None,500,500
3379,None,500,500
3382,None,500,500
3386,None,500,500
3389,None,500,500
3393,None,500,500
3396,None,500,500
3400,None,500,500
3404,None,500,500
3407,None,500,500
3411,None,500,500
3414,None,500,500
3418,None,500,500
3421,None,500,500
3425,None,500,500
3429,None,500,500
3432,None,500,500
3436,None,500,500
3439,None,500,500
3443,None,500,500
3446,None,500,500
3450,None,500,500
3454,None,500,500
3457,None,500,500
3461,None,500,500
3464,None,500,500
3468,None,500,500
3471,None,500,500
3475,None,500,500
3479,None,500,500
3482,None,500,500
3486,None,500,500
3489,None,500,500
3493,None,500,500
3496,None,500,500
3500,None,500,500
3504,None,500,500
3507,None,500,500
3511,None,500,500
3514,None,500,500
3518,None,500,500
3521,None,500,500
3525,None,500,500
3529,None,500,500
3532,None,500,500
3536,None,500,500
3539,None,500,500
3543,None,500,500
3546,None,500,500
3550,None,500,500
3554,None,500,500
3557,None,500,500
3561,None,500,500
3564,None,500,500
3568,None,500,500
3571,None,500,500
3575,None,500,500
3579,None,500,500
3582,None,500,500
3586,None,500,500
3589,None,500,500
3593,None,500,500
3596,None,500,500
3600,None,500,500
3604,None,500,500
3607,None,500,500
3611,None,500,500
3614,None,500,500
3618,None,500,500
3621,None,500,500
3625,None,500,500
3629,None,500,500
3632,None,500,500
3636,None,500,500
3639,None,500,500
3643,None,500,500
3646,None,500,500
3650,None,500,500
3654,None,500,500
3657,None,500,500
3661,None,500,500
3664,None,500,500
3668,None,500,500
3671,None,500,500
3675,None,500,500
3679,None,500,500
3682,None,500,500
3686,None,500,500
3689,None,500,500
3693,None,500,500
3696,None,500,500
3700,None,500,500
3704,None,500,500
3707,None,500,500
3711,None,500,500
3714,None,500,500
3718,None,500,500
3721,None,500,500
3725,None,500,500
3729,None,500,500
3732,None,500,500
3736,None,500,500
3739,None,500,500
3743,None,500,500
3746,None,500,500
3750,None,500,500
3754,None,500,500
3757,None,500,500
3761,None,500,500
3764,None,500,500
3768,None,500,500
3771,None,500,500
3775,None,500,500
3779,None,500,500
3782,None,500,500
3786,None,500,500
3789,None,500,500
3793,None,500,500
3796,None,500,500
3800,None,500,500
3804,None,500,500
3807,None,500,500
3811,None,500,500
3814,None,500,500
3818,None,500,500
3821,None,500,500
3825,None,500,500
3829,None,500,500
3832,None,500,500
3836,None,500,500
3839,None,500,500
3843,None,500,500
3846,None,500,500
3850,None,500,500
3854,None,500,500
3857,None,500,500
3861,None,500,500
3864,None,500,500
3868,None,500,500
3871,None,500,500
3875,None,500,500
3879,None,500,500
3882,None,500,500
3886,None,500,500
3889,None,500,500
3893,None,500,500
3896,None,500,500
3900,None,500,500
3904,None,500,500
3907,None,500,500
3911,None,500,500
3914,None,500,500
3918,None,500,500
3921,None,500,500
3925,None,500,500
3929,None,500,500
3932,None,500,500
3936,None,500,500
3939,None,500,500
3943,None,500,500
3946,None,500,500
3950,None,500,500
3954,None,500,500
3957,None,500,500
3961,None,500,500
3964,None,500,500
3968,None,500,500
3971,None,500,500
3975,None,500,500
3979,None,500,500
3982,None,500,500
3986,None,500,500
3989,None,500,500
3993,None,500,500
3996,None,500,500
4000,None,500,500
4004,None,500,500
4007,None,500,500
4011,None,500,500
4014,None,500,500
4018,None,500,500
4021,None,500,500
4025,None,500,500
4029,None,500,500
4032,None,500,500
4036,None,500,500
4039,None,500,500
4043,None,500,500
4046,None,500,500
4050,None,500,500
4054,None,500,500
4057,None,500,500
4061,None,500,500
4064,None,500,500
4068,None,500,500
4071,None,500,500
4075,None,500,500
4079,None,500,500
4082,None,500,500
4086,None,500,500
4089,None,500,500
4093,None,500,500
4096,None,500,500
4100,None,500,500
4104,None,500,500
4107,None,500,500
4111,None,500,500
4114,None,500,500
4118,None,500,500
4121,None,500,500
4125,None,500,500
4129,None,500,500
4132,None,500,500
4136,None,500,500
4139,None,500,500
4143,None,500,500
4146,None,500,500
4150,None,500,500
4154,None,500,500
4157,None,500,500
4161,None,500,500
4164,None,500,500
4168,None,500,500
4171,None,500,500
4175,None,500,500
4179,None,500,500
4182,None,500,500
4186,None,500,500
4189,None,500,500
4193,None,500,500
4196,None,500,500
4200,None,500,500
4204,None,500,500
4207,None,500,500
4211,None,500,500
4214,None,500,500
4218,None,500,500
4221,None,500,500
4225,None,500,500
4229,None,500,500
4232,None,500,500
4236,None,500,500
4239,None,500,500
4243,None,500,500
4246,None,500,500
4250,None,500,500
4254,None,500,500
4257,None,500,500
4261,None,500,500
4264,None,500,500
4268,None,500,500
4271,None,500,500
4275,None,500,500
4279,None,500,500
4282,None,500,500
4286,None,500,500
4289,None,500,500
4293,None,500,500
4296,None,500,500
4300,None,500,500
4304,None,500,500
4307,None,500,500
4311,None,500,500
4314,None,500,500
4318,None,500,500
4321,None,500,500
4325,None,500,500
4329,None,500,500
4332,None,500,500
4336,None,500,500
4339,None,500,500
4343,None,500,500
4346,None,500,500
4350,None,500,500
4354,None,500,500
4357,None,500,500
4361,None,500,500
4364,None,500,500
4368,None,500,500
4371,None,500,500
4375,None,500,500
4379,None,500,500
4382,None,500,500
4386,None,500,500
4389,None,500,500
4393,None,500,500
4396,None,500,500
4400,None,500,500
4404,None,500,500
4407,None,500,500
4411,None,500,500
4414,TA-OS,500,500
4418,None,500,500
4421,MC-OS,500,500
4425,None,500,500
4429,None,500,500
4432,None,500,500
4436,None,500,500
4439,None,500,500
4443,None,500,500
4446,None,500,500
4450,None,500,500
4454,None,500,500
4457,None,500,500
4461,None,500,500
4464,None,500,500
4468,None,500,500
4471,None,500,500
4475,None,500,500
4479,None,500,500
4482,None,500,500
4486,None,500,500
4489,None,500,500
4493,None,500,500
4496,None,500,500
4500,None,500,500
4504,None,500,500
4507,None,500,500
4511,None,500,500
4514,None,500,500
4518,None,500,500
4521,None,500,500
4525,None,500,500
4529,None,500,500
4532,None,500,500
4536,None,500,500
4539,None,500,500
4543,None,500,500
4546,None,500,500
4550,None,500,500
4554,None,500,500
4557,None,500,500
4561,None,500,500
4564,None,500,500
4568,None,500,500
4571,None,500,500
4575,None,500,500
4579,None,500,500
4582,None,500,500
4586,None,500,500
4589,None,500,500
4593,None,500,500
4596,None,500,500
4600,None,500,500
4604,None,500,500
4607,None,500,500
4611,None,500,500
4614,None,500,500
4618,None,500,500
4621,None,500,500
4625,None,500,500
4629,None,500,500
4632,None,500,500
4636,None,500,500
4639,None,500,500
4643,None,500,500
4646,None,500,500
4650,None,500,500
4654,None,500,500
4657,None,500,500
4661,None,500,500
4664,None,500,500
4668,None,500,500
4671,None,500,500
4675,None,500,500
4679,None,500,500
4682,None,500,500
4686,None,500,500
4689,None,500,500
4693,None,500,500
4696,None,500,500
4700,None,500,500
4704,None,500,500
4707,None,500,500
4711,None,500,500
4714,None,500,500
4718,None,500,500
4721,None,500,500
4725,None,500,500
4729,None,500,500
4732,None,500,500
4736,None,500,500
4739,None,500,500
4743,None,500,500
4746,None,500,500
4750,None,500,500
4754,None,500,500
4757,None,500,500
4761,None,500,500
4764,None,500,500
4768,None,500,500
4771,None,500,500
4775,None,500,500
4779,None,500,500
4782,None,500,500
4786,None,500,500
4789,None,500,500
4793,None,500,500
4796,None,500,500
4800,None,500,500
4804,None,500,500
4807,None,500,500
4811,None,500,500
4814,None,500,500
4818,None,500,500
4821,None,500,500
4825,None,500,500
4829,None,500,500
4832,None,500,500
4836,None,500,500
4839,None,500,500
4843,None,500,500
4846,None,500,500
4850,None,500,500
4854,None,500,500
4857,None,500,500
4861,None,500,500
4864,None,500,500
4868,None,500,500
4871,None,500,500
4875,None,500,500
4879,None,500,500
4882,None,500,500
4886,None,500,500
4889,None,500,500
4893,None,500,500
4896,None,500,500
4900,None,500,500
4904,None,500,500
4907,None,500,500
4911,None,500,500
4914,None,500,500
4918,None,500,500
4921,None,500,500
4925,None,500,500
4929,None,500,500
4932,None,500,500
4936,None,500,500
4939,None,500,500
4943,None,500,500
4946,None,500,500
4950,None,500,500
4954,None,500,500
4957,None,500,500
4961,None,500,500
4964,None,500,500
4968,None,500,500
4971,None,500,500
4975,None,500,500
4979,None,500,500
4982,None,500,500
4986,None,500,500
4989,None,500,500
4993,None,500,500
4996,None,500,500
5000,None,500,500
5004,None,500,500
5007,None,500,500
5011,None,500,500
5014,None,500,500
5018,None,500,500
5021,None,500,500
5025,None,500,500
5029,None,500,500
5032,None,500,500
5036,None,500,500
5039,None,500,500
5043,None,500,500
5046,None,500,500
5050,None,500,500
5054,None,500,500
5057,None,500,500
5061,None,500,500
5064,None,500,500
5068,None,500,500
5071,None,500,500
5075,None,500,500
5079,None,500,500
5082,None,500,500
5086,None,500,500
5089,None,500,500
5093,None,500,500
5096,None,500,500
5100,None,500,500
5104,None,500,500
5107,None,500,500
5111,None,500,500
5114,None,500,500
5118,None,500,500
5121,None,500,500
5125,None,500,500
5129,None,500,500
5132,None,500,500
5136,None,500,500
5139,None,500,500
5143,None,500,500
5146,None,500,500
5150,None,500,500
5154,None,500,500
5157,None,500,500
5161,None,500,500
5164,None,500,500
5168,None,500,500
5171,None,500,500
5175,None,500,500
5179,None,500,500
5182,None,500,500
5186,None,500,500
5189,None,500,500
5193,None,500,500
5196,None,500,500
5200,None,500,500
5204,None,500,500
5207,None,500,500
5211,None,500,500
5214,None,500,500
5218,None,500,500
5221,None,500,500
5225,None,500,500
5229,None,500,500
5232,None,500,500
5236,None,500,500
5239,None,500,500
5243,None,500,500
5246,None,500,500
5250,None,500,500
5254,None,500,500
5257,None,500,500
5261,None,500,500
5264,None,500,500
5268,None,500,500
5271,None,500,500
5275,None,500,500
5279,None,500,500
5282,None,500,500
5286,None,500,500
5289,None,500,500
5293,None,500,500
5296,None,500,500
5300,None,500,500
5304,None,500,500
5307,None,500,500
5311,None,500,500
5314,None,500,500
5318,None,500,500
5321,None,500,500
5325,None,500,500
5329,None,500,500
5332,None,500,500
5336,None,500,500
5339,None,500,500
5343,None,500,500
5346,None,500,500
5350,None,500,500
5354,None,500,500
5357,None,500,500
5361,None,500,500
5364,None,500,500
5368,None,500,500
5371,None,500,500
5375,None,500,500
5379,None,500,500
5382,None,500,500
5386,None,500,500
5389,None,500,500
5393,None,500,500
5396,None,500,500
5400,None,500,500
5404,None,500,500
5407,None,500,500
5411,None,500,500
5414,None,500,500
5418,None,500,500
5421,None,500,500
5425,None,500,500
5429,None,500,500
5432,None,500,500
5436,None,500,500
5439,None,500,500
5443,None,500,500
5446,None,500,500
5450,None,500,500
5454,None,500,500
5457,None,500,500
5461,None,500,500
5464,None,500,500
5468,None,500,500
5471,None,500,500
5475,None,500,500
5479,None,500,500
5482,None,500,500
5486,None,500,500
5489,None,500,500
5493,None,500,500
5496,None,500,500
5500,None,500,500
5504,None,500,500
5507,None,500,500
5511,None,500,500
5514,None,500,500
5518,None,500,500
5521,None,500,500
5525,None,500,500
5529,None,500,500
5532,None,500,500
5536,None,500,500
5539,None,500,500
5543,None,500,500
5546,None,500,500
5550,None,500,500
5554,None,500,500
5557,None,500,500
5561,None,500,500
5564,None,500,500
5568,None,500,500
5571,None,500,500
5575,None,500,500
5579,None,500,500
5582,None,500,500
5586,None,500,500
5589,None,500,500
5593,None,500,500
5596,None,500,500
5600,None,500,500
5604,None,500,500
5607,None,500,500
5611,None,500,500
5614,None,500,500
5618,None,500,500
5621,None,500,500
5625,None,500,500
5629,None,500,500
5632,None,500,500
